 Sample   Time     Commanded Pos   Encoder 1 Pos   Control Effort
   188    1.665            -157            -157          0.5000;
   189    1.673            -157            -157          0.5000;
   190    1.682            -157            -157          0.5000;
   191    1.691            -157            -157          0.5000;
   192    1.700            -157            -157          0.5000;
   193    1.709            -157            -157          0.5000;
   194    1.718            -157            -157          0.5000;
   195    1.727            -157            -157          0.5000;
   196    1.735            -157            -157          0.5000;
   197    1.744            -157            -157          0.5000;
   198    1.753            -157            -157          0.5000;
   199    1.762            -157            -157          0.5000;
   200    1.771            -157            -157          0.5000;
   201    1.780            -157            -157          0.5000;
   202    1.789            -157            -157          0.5000;
   203    1.797            -157            -157          0.5000;
   204    1.806            -157            -157          0.5000;
   205    1.815            -157            -157          0.5000;
   206    1.824            -157            -157          0.5000;
   207    1.833            -157            -157          0.5000;
   208    1.842            -157            -157          0.5000;
   209    1.851            -157            -157          0.5000;
   210    1.859            -157            -157          0.5000;
   211    1.868            -157            -157          0.5000;
   212    1.877            -157            -157          0.5000;
   213    1.886            -157            -157          0.5000;
   214    1.895            -157            -157          0.5000;
   215    1.904            -157            -157          0.5000;
   216    1.913            -157            -157          0.5000;
   217    1.921            -157            -157          0.5000;
   218    1.930            -157            -157          0.5000;
   219    1.939            -157            -157          0.5000;
   220    1.948            -157            -157          0.5000;
   221    1.957            -157            -157          0.5000;
   222    1.966            -157            -157          0.5000;
   223    1.974            -157            -157          0.5000;
   224    1.983            -157            -157          0.5000;
   225    1.992            -157            -157          0.5000;
   226    2.001            -157            -157          0.5000;
   227    2.010            -157            -157          0.5000;
   228    2.019            -157            -157          0.5000;
   229    2.028            -157            -157          0.5000;
   230    2.036            -157            -157          0.5000;
   231    2.045            -157            -157          0.5000;
   232    2.054            -157            -157          0.5000;
   233    2.063            -157            -157          0.5000;
   234    2.072            -157            -157          0.5000;
   235    2.081            -157            -157          0.5000;
   236    2.090            -157            -157          0.5000;
   237    2.098            -157            -157          0.5000;
   238    2.107            -157            -157          0.5000;
   239    2.116            -157            -157          0.5000;
   240    2.125            -157            -157          0.5000;
   241    2.134            -157            -157          0.5000;
   242    2.143            -157            -157          0.5000;
   243    2.152            -157            -157          0.5000;
   244    2.160            -157            -157          0.5000;
   245    2.169            -157            -157          0.5000;
   246    2.178            -157            -157          0.5000;
   247    2.187            -157            -157          0.5000;
   248    2.196            -157            -157          0.5000;
   249    2.205            -157            -157          0.5000;
   250    2.214            -157            -157          0.5000;
   251    2.222            -157            -157          0.5000;
   252    2.231            -157            -157          0.5000;
   253    2.240            -157            -157          0.5000;
   254    2.249            -157            -157          0.5000;
   255    2.258            -157            -157          0.5000;
   256    2.267            -157            -157          0.5000;
   257    2.276            -157            -157          0.5000;
   258    2.284            -157            -157          0.5000;
   259    2.293            -157            -157          0.5000;
   260    2.302            -157            -157          0.5000;
   261    2.311            -157            -157          0.5000;
   262    2.320            -157            -157          0.5000;
   263    2.329            -157            -157          0.5000;
   264    2.338            -157            -157          0.5000;
   265    2.346            -157            -157          0.5000;
   266    2.355            -157            -157          0.5000;
   267    2.364            -157            -157          0.5000;
   268    2.373            -157            -157          0.5000;
   269    2.382            -157            -157          0.5000;
   270    2.391            -157            -157          0.5000;
   271    2.399            -157            -157          0.5000;
   272    2.408            -157            -157          0.5000;
   273    2.417            -157            -157          0.5000;
   274    2.426            -157            -157          0.5000;
   275    2.435            -157            -157          0.5000;
   276    2.444            -157            -157          0.5000;
   277    2.453            -157            -157          0.5000;
   278    2.461            -157            -157          0.5000;
   279    2.470            -157            -157          0.5000;
   280    2.479            -157            -157          0.5000;
   281    2.488            -157            -157          0.5000;
   282    2.497            -157            -157          0.5000;
   283    2.506            -157            -157          0.5000;
   284    2.515            -157            -157          0.5000;
   285    2.523            -157            -157          0.5000;
   286    2.532            -157            -157          0.5000;
   287    2.541            -157            -157          0.5000;
   288    2.550            -157            -157          0.5000;
   289    2.559            -157            -157          0.5000;
   290    2.568            -157            -157          0.5000;
   291    2.577            -157            -157          0.5000;
   292    2.585            -157            -157          0.5000;
   293    2.594            -157            -157          0.5000;
   294    2.603            -157            -157          0.5000;
   295    2.612            -157            -157          0.5000;
   296    2.621            -157            -157          0.5000;
   297    2.630            -157            -157          0.5000;
   298    2.639            -157            -157          0.5000;
   299    2.647            -157            -157          0.5000;
   300    2.656            -157            -157          0.5000;
   301    2.665            -157            -157          0.5000;
   302    2.674            -157            -157          0.5000;
   303    2.683            -157            -157          0.5000;
   304    2.692            -157            -157          0.5000;
   305    2.701            -157            -157          0.5000;
   306    2.709            -157            -157          0.5000;
   307    2.718            -157            -157          0.5000;
   308    2.727            -157            -157          0.5000;
   309    2.736            -157            -157          0.5000;
   310    2.745            -157            -157          0.5000;
   311    2.754            -157            -157          0.5000;
   312    2.763            -157            -157          0.5000;
   313    2.771            -157            -157          0.5000;
   314    2.780            -157            -157          0.5000;
   315    2.789            -157            -157          0.5000;
   316    2.798            -157            -157          0.5000;
   317    2.807            -157            -157          0.5000;
   318    2.816            -157            -157          0.5000;
   319    2.824            -157            -157          0.5000;
   320    2.833            -157            -157          0.5000;
   321    2.842            -157            -157          0.5000;
   322    2.851            -157            -157          0.5000;
   323    2.860            -157            -157          0.5000;
   324    2.869            -157            -157          0.5000;
   325    2.878            -157            -157          0.5000;
   326    2.886            -157            -157          0.5000;
   327    2.895            -157            -157          0.5000;
   328    2.904            -157            -157          0.5000;
   329    2.913            -157            -157          0.5000;
   330    2.922            -157            -157          0.5000;
   331    2.931            -157            -157          0.5000;
   332    2.940            -157            -157          0.5000;
   333    2.948            -157            -157          0.5000;
   334    2.957            -157            -157          0.5000;
   335    2.966            -157            -157          0.5000;
   336    2.975            -157            -157          0.5000;
   337    2.984            -157            -157          0.5000;
   338    2.993            -157            -157          0.5000;
   339    3.002            -157            -157          0.0000;
   340    3.010            -155            -155          0.0000;
   341    3.019            -147            -147          0.0000;
   342    3.028            -135            -135          0.0000;
   343    3.037            -118            -118          0.0000;
   344    3.046             -97             -97          0.0000;
   345    3.055             -74             -74          0.0000;
   346    3.064             -49             -49          0.0000;
   347    3.072             -23             -23          0.0000;
   348    3.081               3               3          0.0000;
   349    3.090              28              28          0.0000;
   350    3.099              50              50          0.0000;
   351    3.108              70              70          0.0000;
   352    3.117              86              86          0.0000;
   353    3.126              98              98          0.0000;
   354    3.134             105             105          0.0000;
   355    3.143             108             108          0.0000;
   356    3.152             106             106          0.0000;
   357    3.161             101             101          0.0000;
   358    3.170              92              92          0.0000;
   359    3.179              80              80          0.0000;
   360    3.188              65              65          0.0000;
   361    3.196              49              49          0.0000;
   362    3.205              31              31          0.0000;
   363    3.214              13              13          0.0000;
   364    3.223              -5              -5          0.0000;
   365    3.232             -23             -23          0.0000;
   366    3.241             -38             -38          0.0000;
   367    3.249             -52             -52          0.0000;
   368    3.258             -63             -63          0.0000;
   369    3.267             -70             -70          0.0000;
   370    3.276             -74             -74          0.0000;
   371    3.285             -76             -76          0.0000;
   372    3.294             -72             -72          0.0000;
   373    3.303             -66             -66          0.0000;
   374    3.311             -58             -58          0.0000;
   375    3.320             -48             -48          0.0000;
   376    3.329             -36             -36          0.0000;
   377    3.338             -24             -24          0.0000;
   378    3.347             -11             -11          0.0000;
   379    3.356               2               2          0.0000;
   380    3.365              14              14          0.0000;
   381    3.373              25              25          0.0000;
   382    3.382              34              34          0.0000;
   383    3.391              41              41          0.0000;
   384    3.400              46              46          0.0000;
   385    3.409              48              48          0.0000;
   386    3.418              48              48          0.0000;
   387    3.427              46              46          0.0000;
   388    3.435              42              42          0.0000;
   389    3.444              37              37          0.0000;
   390    3.453              31              31          0.0000;
   391    3.462              23              23          0.0000;
   392    3.471              15              15          0.0000;
   393    3.480               7               7          0.0000;
   394    3.489              -1              -1          0.0000;
   395    3.497              -9              -9          0.0000;
   396    3.506             -15             -15          0.0000;
   397    3.515             -21             -21          0.0000;
   398    3.524             -25             -25          0.0000;
   399    3.533             -28             -28          0.0000;
   400    3.542             -29             -29          0.0000;
   401    3.551             -30             -30          0.0000;
   402    3.559             -27             -27          0.0000;
   403    3.568             -24             -24          0.0000;
   404    3.577             -20             -20          0.0000;
   405    3.586             -16             -16          0.0000;
   406    3.595             -11             -11          0.0000;
   407    3.604              -6              -6          0.0000;
   408    3.613              -2              -2          0.0000;
   409    3.621               2               2          0.0000;
   410    3.630               6               6          0.0000;
   411    3.639               8               8          0.0000;
   412    3.648              10              10          0.0000;
   413    3.657              11              11          0.0000;
   414    3.666              11              11          0.0000;
   415    3.674              10              10          0.0000;
   416    3.683               9               9          0.0000;
   417    3.692               7               7          0.0000;
   418    3.701               6               6          0.0000;
   419    3.710               4               4          0.0000;
   420    3.719               3               3          0.0000;
   421    3.728               1               1          0.0000;
   422    3.736               0               0          0.0000;
   423    3.745              -1              -1          0.0000;
   424    3.754              -1              -1          0.0000;
   425    3.763              -2              -2          0.0000;
   426    3.772              -2              -2          0.0000;
   427    3.781              -2              -2          0.0000;
   428    3.790              -2              -2          0.0000;
   429    3.798              -2              -2          0.0000;
   430    3.807              -2              -2          0.0000;
   431    3.816              -2              -2          0.0000;
   432    3.825               0               0          0.0000;
   433    3.834               0               0          0.0000;
   434    3.843               0               0          0.0000;
   435    3.852               0               0          0.0000;
   436    3.860               0               0          0.0000;
   437    3.869               0               0          0.0000;
   438    3.878               0               0          0.0000;
   439    3.887               0               0          0.0000;
   440    3.896               0               0          0.0000;
   441    3.905               0               0          0.0000;
   442    3.914               0               0          0.0000;
   443    3.922               0               0          0.0000;
   444    3.931               0               0          0.0000;
   445    3.940               0               0          0.0000;
   446    3.949               0               0          0.0000;
   447    3.958               0               0          0.0000;
   448    3.967               0               0          0.0000;
   449    3.976               0               0          0.0000;
   450    3.984               0               0          0.0000;
   451    3.993               0               0          0.0000;
   452    4.002               0               0          0.0000;
   453    4.011               0               0          0.0000;
   454    4.020               0               0          0.0000;
   455    4.029               0               0          0.0000;
   456    4.038               0               0          0.0000;
   457    4.046               0               0          0.0000;
   458    4.055               0               0          0.0000;
   459    4.064               0               0          0.0000;
   460    4.073               0               0          0.0000;
   461    4.082               0               0          0.0000;
   462    4.091               0               0          0.0000;
   463    4.099               0               0          0.0000;
   464    4.108               0               0          0.0000;
   465    4.117               0               0          0.0000;
   466    4.126               0               0          0.0000;
   467    4.135               0               0          0.0000;
   468    4.144               0               0          0.0000;
   469    4.153               0               0          0.0000;
   470    4.161               0               0          0.0000;
   471    4.170               0               0          0.0000;
   472    4.179               0               0          0.0000;
   473    4.188               0               0          0.0000;
   474    4.197               0               0          0.0000;
   475    4.206               0               0          0.0000;
   476    4.215               0               0          0.0000;
   477    4.223               0               0          0.0000;
   478    4.232               0               0          0.0000;
   479    4.241               0               0          0.0000;
   480    4.250               0               0          0.0000;
   481    4.259               0               0          0.0000;
   482    4.268               0               0          0.0000;
   483    4.277               0               0          0.0000;
   484    4.285               0               0          0.0000;
   485    4.294               0               0          0.0000;
   486    4.303               0               0          0.0000;
   487    4.312               0               0          0.0000;
   488    4.321               0               0          0.0000;
   489    4.330               0               0          0.0000;
   490    4.339               0               0          0.0000;
   491    4.347               0               0          0.0000;
   492    4.356               0               0          0.0000;
   493    4.365               0               0          0.0000;
   494    4.374               0               0          0.0000;
   495    4.383               0               0          0.0000;
   496    4.392               0               0          0.0000;
   497    4.401               0               0          0.0000;
   498    4.409               0               0          0.0000;
   499    4.418               0               0          0.0000;
   500    4.427               0               0          0.0000;
   501    4.436               0               0          0.0000;
   502    4.445               0               0          0.0000;
   503    4.454               0               0          0.0000;
   504    4.463               0               0          0.0000;
   505    4.471               0               0          0.0000;
   506    4.480               0               0          0.0000;
   507    4.489               0               0          0.0000;
   508    4.498               0               0          0.0000;
   509    4.507               0               0          0.0000;
   510    4.516               0               0          0.0000;
   511    4.524               0               0          0.0000;
   512    4.533               0               0          0.0000;
   513    4.542               0               0          0.0000;
   514    4.551               0               0          0.0000;
   515    4.560               0               0          0.0000;
   516    4.569               0               0          0.0000;
   517    4.578               0               0          0.0000;
   518    4.586               0               0          0.0000;
   519    4.595               0               0          0.0000;
   520    4.604               0               0          0.0000;
   521    4.613               0               0          0.0000;
   522    4.622               0               0          0.0000;
   523    4.631               0               0          0.0000;
   524    4.640               0               0          0.0000;
   525    4.648               0               0          0.0000;
   526    4.657               0               0          0.0000;
   527    4.666               0               0          0.0000;
   528    4.675               0               0          0.0000;
   529    4.684               0               0          0.0000;
   530    4.693               0               0          0.0000;
   531    4.702               0               0          0.0000;
   532    4.710               0               0          0.0000;
   533    4.719               0               0          0.0000;
   534    4.728               0               0          0.0000;
   535    4.737               0               0          0.0000;
   536    4.746               0               0          0.0000;
   537    4.755               0               0          0.0000;
   538    4.764               0               0          0.0000;
   539    4.772               0               0          0.0000;
   540    4.781               0               0          0.0000;
   541    4.790               0               0          0.0000;
   542    4.799               0               0          0.0000;
   543    4.808               0               0          0.0000;
   544    4.817               0               0          0.0000;
   545    4.826               0               0          0.0000;
   546    4.834               0               0          0.0000;
   547    4.843               0               0          0.0000;
   548    4.852               0               0          0.0000;
   549    4.861               0               0          0.0000;
   550    4.870               0               0          0.0000;
   551    4.879               0               0          0.0000;
   552    4.888               0               0          0.0000;
   553    4.896               0               0          0.0000;
   554    4.905               0               0          0.0000;
   555    4.914               0               0          0.0000;
   556    4.923               0               0          0.0000;
   557    4.932               0               0          0.0000;
   558    4.941               0               0          0.0000;
   559    4.949               0               0          0.0000;
   560    4.958               0               0          0.0000;
   561    4.967               0               0          0.0000;
   562    4.976               0               0          0.0000;
   563    4.985               0               0          0.0000;
   564    4.994               0               0          0.0000;
   565    5.003               0               0          0.0000;
   566    5.011               0               0          0.0000;
   567    5.020               0               0          0.0000;
   568    5.029               0               0          0.0000;
   569    5.038               0               0          0.0000;
   570    5.047               0               0          0.0000;
   571    5.056               0               0          0.0000;
   572    5.065               0               0          0.0000;
   573    5.073               0               0          0.0000;
   574    5.082               0               0          0.0000;
   575    5.091               0               0          0.0000;
   576    5.100               0               0          0.0000;
   577    5.109               0               0          0.0000;
   578    5.118               0               0          0.0000;
   579    5.127               0               0          0.0000;
   580    5.135               0               0          0.0000;
   581    5.144               0               0          0.0000;
   582    5.153               0               0          0.0000;
   583    5.162               0               0          0.0000;
   584    5.171               0               0          0.0000;
   585    5.180               0               0          0.0000;
   586    5.189               0               0          0.0000;
   587    5.197               0               0          0.0000;
   588    5.206               0               0          0.0000;
   589    5.215               0               0          0.0000;
   590    5.224               0               0          0.0000;
   591    5.233               0               0          0.0000;
   592    5.242               0               0          0.0000;
   593    5.251               0               0          0.0000;
   594    5.259               0               0          0.0000;
   595    5.268               0               0          0.0000;
   596    5.277               0               0          0.0000;
   597    5.286               0               0          0.0000;
   598    5.295               0               0          0.0000;
   599    5.304               0               0          0.0000;
   600    5.313               0               0          0.0000;
   601    5.321               0               0          0.0000;
   602    5.330               0               0          0.0000;
   603    5.339               0               0          0.0000;
   604    5.348               0               0          0.0000;
   605    5.357               0               0          0.0000;
   606    5.366               0               0          0.0000;
   607    5.374               0               0          0.0000;
   608    5.383               0               0          0.0000;
   609    5.392               0               0          0.0000;
   610    5.401               0               0          0.0000;
   611    5.410               0               0          0.0000;
   612    5.419               0               0          0.0000;
   613    5.428               0               0          0.0000;
   614    5.436               0               0          0.0000;
   615    5.445               0               0          0.0000;
   616    5.454               0               0          0.0000;
   617    5.463               0               0          0.0000;
   618    5.472               0               0          0.0000;
   619    5.481               0               0          0.0000;
   620    5.490               0               0          0.0000;
   621    5.498               0               0          0.0000;
   622    5.507               0               0          0.0000;
   623    5.516               0               0          0.0000;
   624    5.525               0               0          0.0000;
   625    5.534               0               0          0.0000;
   626    5.543               0               0          0.0000;
   627    5.552               0               0          0.0000;
   628    5.560               0               0          0.0000;
   629    5.569               0               0          0.0000;
   630    5.578               0               0          0.0000;
   631    5.587               0               0          0.0000;
   632    5.596               0               0          0.0000;
   633    5.605               0               0          0.0000;
   634    5.614               0               0          0.0000;
   635    5.622               0               0          0.0000;
   636    5.631               0               0          0.0000;
   637    5.640               0               0          0.0000;
   638    5.649               0               0          0.0000;
   639    5.658               0               0          0.0000;
   640    5.667               0               0          0.0000;
   641    5.676               0               0          0.0000;
   642    5.684               0               0          0.0000;
   643    5.693               0               0          0.0000;
   644    5.702               0               0          0.0000;
   645    5.711               0               0          0.0000;
   646    5.720               0               0          0.0000;
   647    5.729               0               0          0.0000;
   648    5.738               0               0          0.0000;
   649    5.746               0               0          0.0000;
   650    5.755               0               0          0.0000;
   651    5.764               0               0          0.0000;
   652    5.773               0               0          0.0000;
   653    5.782               0               0          0.0000;
   654    5.791               0               0          0.0000;
   655    5.799               0               0          0.0000;
   656    5.808               0               0          0.0000;
   657    5.817               0               0          0.0000;
   658    5.826               0               0          0.0000;
   659    5.835               0               0          0.0000;
   660    5.844               0               0          0.0000;
   661    5.853               0               0          0.0000;
   662    5.861               0               0          0.0000;
   663    5.870               0               0          0.0000;
   664    5.879               0               0          0.0000;
   665    5.888               0               0          0.0000;
   666    5.897               0               0          0.0000;
   667    5.906               0               0          0.0000;
   668    5.915               0               0          0.0000;
   669    5.923               0               0          0.0000;
   670    5.932               0               0          0.0000;
   671    5.941               0               0          0.0000;
   672    5.950               0               0          0.0000;
   673    5.959               0               0          0.0000;
   674    5.968               0               0          0.0000;
   675    5.977               0               0          0.0000;
   676    5.985               0               0          0.0000]
